price,rating,processor,cpu cores,processor speed,ram,storage,memory card support,os,display size,display resolution,refresh rate,rear camera,front camera,battery,charging speed,wireless charging,reverse charging,charging port,sim slots,network support,nfc
"₹69,999",Not specified,Snapdragon  8 Gen2,Octa Core,3.2 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.73 inches,1440 x 3412 px,144 Hz Display with Punch Hole,108 MP + 50 MP + 48 MP Triple Rear,32 MP Front Camera,4800 mAh,150W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC",Yes
"₹26,990",86.0,Dimensity 1080,Octa Core,2.6 GHz Processor,8 GB RAM,256 GB inbuilt,No,Android v12,6.67 inches,1080 x 2400 px,120 Hz Display with Punch Hole,200 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,4300 mAh,210W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹10,630",71.0,Exynos  850,Octa Core,2 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v12,6.6 inches,1080 x 2400 px Display with Water Drop Notch,Not specified,50 MP + 5 MP + 2 MP Triple Rear,8 MP Front Camera,6000 mAh,15W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹42,990",85.0,Dimensity 8100-Max,Octa Core,2.85 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.7 inches,1080 x 2412 px,120 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,32 MP Front Camera,4500 mAh,80W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹24,990",77.0,Dimensity 1300,Octa Core,3 GHz Processor,8 GB RAM,128 GB inbuilt,No,Android v12,6.58 inches,1080 x 2400 px,90 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,4500 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹14,489",77.0,Snapdragon  680,Octa Core,2.4 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v12,6.44 inches,1080 x 2400 px,120 Hz Display with Water Drop Notch,50 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,44W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹16,490",73.0,Snapdragon  680,Octa Core,2.4 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.56 inches,720 x 1612 px,90 Hz Display with Punch Hole,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹24,494",82.0,Dimensity  920 5G,Octa Core,2.5 GHz Processor,8 GB RAM,256 GB inbuilt,No,Android v12,6.4 inches,1080 x 2400 px,90 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,4500 mAh,60W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹7,999",61.0,Helio P35,Octa Core,2.3 GHz Processor,2 GB RAM,32 GB inbuilt,Yes,Android v11,6.51 inches,720 x 1600 px Display with Water Drop Notch,Not specified,8 MP Rear,5 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹23,990",85.0,Snapdragon 888+,Octa Core,2.9 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.8 inches,1080 x 2460 px,144 Hz Display with Punch Hole,108 MP + 13 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹49,959",89.0,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Bluetooth,6.7 inches,1440 x 3216 px,120 Hz Display with Punch Hole,50 MP + 50 MP + 2 MP Triple Rear,32 MP Front Camera,5000 mAh,65W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹1,29,900",83.0,Bionic A15,Hexa Core,3.22 GHz Processor,6 GB RAM,256 GB inbuilt,No,iOS v15.0,6.1 inches,1170 x 2532 px,120 Hz Display with Large Notch,12 MP + 12 MP + 12 MP Triple Rear,12 MP Front Camera,3095 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹19,990",80.0,Helio G95,Octa Core,2.05 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.44 inches,1080 x 2400 px Display with Water Drop Notch,Not specified,64 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,4000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹14,990",67.0,Octa Core Processor,Not specified,Not specified,4 GB RAM,64 GB inbuilt,Yes,Android v13,6.62 inches,2408 x 1080 px Display with Punch Hole,Not specified,50 MP + 5 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹23,269",85.0,Snapdragon  720G,Octa Core,2.3 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.44 inches,1080 x 2400 px Display with Water Drop Notch,Not specified,64 MP + 8 MP + 2 MP Triple Rear,44 MP Front Camera,4000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹13,999",75.0,Snapdragon 720G,Octa Core,2.3 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v10.0,6.67 inches,1080 x 2400 px Display with Punch Hole,Not specified,48 MP Quad Rear,16 MP Front Camera,5020 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹1,949",Not specified,No Wifi,Not specified,Not specified,Single Core,208 MHz Processor,Yes,Not specified,2 inches,128 x 160 px Display,Not specified,No Rear Camera,Not specified,800 mAh,Not specified,No,No,USB Type-C,Dual SIM,Dual Sim,No
"₹2,799",Not specified,1 GHz Processor,Not specified,Not specified,64 MB RAM,128 MB inbuilt,Yes,Bluetooth,2.4 inches,320 x 240 px Display,Not specified,0.3 MP Rear Camera,Not specified,2500 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹35,389",85.0,Dimensity 8100 Max,Octa Core,2.85 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Bluetooth,6.7 inches,1080 x 2412 px,120 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,80W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹79,700",Not specified,Google  Tensor,Octa Core,2.8 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.71 inches,1440 x 3120 px,120 Hz Display with Punch Hole,50 MP + 48 MP + 12 MP Triple Rear,11.1 MP Front Camera,5003 mAh,30W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹9,499",62.0,Unisoc  SC9863A,Octa Core,1.6 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v12,6.74 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP + 2 MP Triple Rear,5 MP Front Camera,5050 mAh,10W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹12,340",76.0,Tiger T616,Octa Core,2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v12,6.6 inches,720 x 1612 px,90 Hz Display with Water Drop Notch,50 MP + Depth Sensor Dual Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹10,799",74.0,Helio G99,Octa Core,2.2 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v12,6.58 inches,1080 x 2400 px,90 Hz Display with Water Drop Notch,50 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹14,990",73.0,Snapdragon 680,Octa Core,2.4 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v11,6.7 inches,720 x 1600 px Display with Water Drop Notch,Not specified,50 MP + 2 MP Dual Rear,5 MP Front Camera,6000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹61,990",89.0,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.8 inches,1116 x 2480 px,120 Hz Display,64 MP + 64 MP + 64 MP Triple Rear,16 MP Front Camera,5000 mAh,65W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹51,880",Not specified,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.73 inches,1440 x 3200 px,120 Hz Display with Punch Hole,50 MP + 50 MP + 50 MP Triple Rear,32 MP Front Camera,4600 mAh,120W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹16,990",80.0,Snapdragon 680,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.59 inches,1080 x 2412 px,90 Hz Display with Punch Hole,50 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹19,990",84.0,Snapdragon  680,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.78 inches,1080 x 2388 px,90 Hz Display with Punch Hole,108 MP Quad Rear,16 MP Front Camera,4000 mAh,66W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹57,999",87.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,Bluetooth,6.1 inches,1080 x 2340 px,120 Hz Display with Punch Hole,50 MP + 12 MP + 10 MP Triple Rear,10 MP Front Camera,3700 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹46,990",87.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.92 inches,1080 x 2460 px,144 Hz Display,64 MP + 13 MP Dual Rear,16 MP Front Camera,5600 mAh,68W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹20,990",77.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v11,6.58 inches,1080 x 2408 px Display with Water Drop Notch,Not specified,50 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹17,990",82.0,Snapdragon  480,Octa Core,2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.67 inches,1080 x 2400 px Display with Punch Hole,Not specified,48 MP Quad Rear,16 MP Front Camera,4470 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹17,499",82.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.5 inches,1080 x 2400 px,90 Hz Display with Punch Hole,64 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹17,999",80.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.5 inches,1080 x 2400 px,90 Hz Display with Punch Hole,64 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹49,990",Not specified,Snapdragon  870,Octa Core,3.2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.51 inches,1080 x 2408 px,144 Hz Display with Punch Hole,200 MP Quad Rear,32 MP Front Camera,6000 mAh,44W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹2,399",Not specified,No 3G,Not specified,Not specified,T117,Not specified,Yes,"Memory Card Supported, upto 64 GB",1900 mAh Battery,Not specified,Not specified,"2.4 inches, 240 x 320 px Display",Not specified,"64 MB RAM, 128 MB inbuilt",Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹14,999",74.0,Snapdragon 695,Octa Core,2.2 GHz Processor,4 GB RAM,128 GB inbuilt,No,Android v12,6.67 inches,1080 x 2400 px,120 Hz Display with Punch Hole,48 MP + 8 MP + 2 MP Triple Rear,8 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",No
"₹19,980",82.0,Snapdragon  732G,Octa Core,2.3 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.67 inches,1080 x 2400 px,120 Hz Display with Punch Hole,108 MP Quad Rear,16 MP Front Camera,5020 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹35,990",85.0,Snapdragon 870,Octa Core,3.2 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.62 inches,1080 x 2400 px,120 Hz Display with Punch Hole,48 MP + 13 MP + 2 MP Triple Rear,16 MP Front Camera,4400 mAh,66W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹15,999",78.0,Helio G95,Octa Core,2 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v11,6.4 inches,1080 x 2400 px Display with Punch Hole,Not specified,64 MP Quad Rear,16 MP Front Camera,5000 mAh,30W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹41,999",88.0,Exynos  990,Octa Core,2.73 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v10.0,6.2 inches,1440 x 3200 px,120 Hz Display with Punch Hole,64 MP + 12 MP + 12 MP Triple Rear,10 MP Front Camera,4000 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹25,999",83.0,Dimensity 8200,Octa Core,3.1 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.67 inches,1440 x 3200 px,120 Hz Display with Punch Hole,48 MP + 8 MP + 2 MP Triple Rear,20 MP Front Camera,5500 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹7,990",65.0,Helio G37,Octa Core,1.8 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v12,6.5 inches,720 x 1600 px,90 Hz Display with Punch Hole,16 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹29,990",84.0,Dimensity  1300,Octa Core,3 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.43 inches,1080 x 2400 px,90 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,32 MP Front Camera,4500 mAh,80W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹27,990",83.0,Snapdragon  7 Gen1,Octa Core,2.36 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v12,6.43 inches,1080 x 2460 px,90 Hz Display with Punch Hole,50 MP Quad Rear,16 MP Front Camera,4500 mAh,65W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹29,999",84.0,Snapdragon  8+ Gen1,Octa Core,3.2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.67 inches,1440 x 3200 px,120 Hz Display with Punch Hole,64 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5500 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹8,999",68.0,Helio P22,Octa Core,2 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v11,6.52 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP Rear,5 MP Front Camera,4230 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹13,999",81.0,Helio G96,Octa Core,2.05 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.43 inches,1080 x 2400 px,90 Hz Display with Punch Hole,64 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹11,499",71.0,Helio  G85,Octa Core,2 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v11,6.5 inches,720 x 1600 px Display with Water Drop Notch,Not specified,50 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,6000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹39,999",87.0,Snapdragon  888+,Octa Core,2.9 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.78 inches,1080 x 2448 px,144 Hz Display,64 MP + 13 MP + 5 MP Triple Rear,24 MP Front Camera,6000 mAh,65W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹27,999",84.0,Snapdragon  778G,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.43 inches,1080 x 2400 px,120 Hz Display with Punch Hole,64 MP + 8 MP + 2 MP Triple Rear,32 MP Front Camera,4300 mAh,65W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹24,499",79.0,Dimensity 720,Octa Core,2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.5 inches,720 x 1600 px,90 Hz Display with Water Drop Notch,48 MP Quad Rear,13 MP Front Camera,5000 mAh,15W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹60,999",86.0,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.8 inches,1116 x 2480 px,120 Hz Display,50 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,165W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹1,10,999",89.0,Snapdragon 888,Octa Core,2.84 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,Android v11,7.6 inches,1768 x 2208 px,120 Hz Display with Punch Hole,"Foldable Display, Dual Display",Not specified,4400 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹54,999",89.0,Snapdragon  765G,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,"Memory Card (Hybrid), upto 2 TB",6.8 inches,1080 x 2460 px Display,Not specified,Dual Display,Not specified,4000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹16,490",80.0,Snapdragon 720G,Octa Core,2.3 GHz Processor,6 GB RAM,64 GB inbuilt,Yes,Android v10.0,6.67 inches,1080 x 2400 px Display with Punch Hole,Not specified,64 MP Quad Rear,32 MP Front Camera,5020 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹24,990",83.0,Snapdragon  720G,Octa Core,2.3 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.5 inches,1080 x 2400 px,90 Hz Display with Punch Hole,64 MP Quad Rear,32 MP Front Camera,4500 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹1,299",Not specified,No Wifi,Not specified,Not specified,4 MB RAM,4 MB inbuilt,Yes,Not specified,1.77 inches,120 x 160 px Display,Not specified,No Rear Camera,Not specified,800 mAh,Not specified,No,No,USB Type-C,Dual SIM,Single Sim,No
"₹25,000",Not specified,Snapdragon 425,Quad Core,1.4 GHz Processor,3 GB RAM,16 GB inbuilt,Yes,Android v8.1 (Oreo),6 inches,720 x 1440 px Display,Not specified,13 MP Rear,5 MP Front Camera,3360 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹1,999",Not specified,Snapdragon MSM8909,Quad Core,1.1 GHz Processor,1 GB RAM,8 GB inbuilt,Yes,Android v6.0 (Marshmallow),4.5 inches,480 x 854 px Display,Not specified,5 MP Rear,2 MP Front Camera,2000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹9,950",66.0,Helio P35,Octa Core,2.3 GHz Processor,3 GB RAM,64 GB inbuilt,Yes,Android v12,6.5 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,5 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹12,999",75.0,Dimensity 810,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v12,6.56 inches,720 x 1612 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹19,999",83.0,Helio G99,Octa Core,2.2 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,Android v13,6.67 inches,1080 x 2400 px,120 Hz Display with Punch Hole,50 MP + 13 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,66W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹32,999",84.0,Snapdragon 778G Plus,Octa Core,2.5 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.73 inches,1080 x 2412 px,120 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,32 MP Front Camera,5000 mAh,120W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹28,498",81.0,Snapdragon  695,Octa Core,2.2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v12,6.58 inches,1080 x 2400 px,120 Hz Display with Water Drop Notch,50 MP + 5 MP + 2 MP Triple Rear,8 MP Front Camera,4500 mAh,20W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹15,998",71.0,Helio G35,Octa Core,2.3 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v12,6.56 inches,720 x 1600 px Display with Water Drop Notch,Not specified,50 MP Dual Rear,8 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹3,749",Not specified,No Wifi,Not specified,Not specified,Unisoc T107,Not specified,Yes,"Memory Card Supported, upto 32 GB",1450 mAh Battery,Not specified,Not specified,"2.8 inches, 240 x 320 px Display",Not specified,"48 MB RAM, 128 MB inbuilt",Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G",No
"₹59,990",89.0,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.7 inches,1080 x 2460 px,165 Hz Display with Punch Hole,50 MP + 50 MP + 12 MP Triple Rear,60 MP Front Camera,4800 mAh,125W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹16,990",78.0,Snapdragon 695,Octa Core,2.2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.59 inches,1080 x 2412 px,120 Hz Display with Punch Hole,64 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹27,999",82.0,Snapdragon  778G,Octa Core,2.4 GHz Processor,12 GB RAM,256 GB inbuilt,No,Android v12,6.44 inches,1080 x 2404 px,90 Hz Display with Water Drop Notch,64 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,4700 mAh,66W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹13,499",75.0,Unisoc  T606,Octa Core,1.6 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.5 inches,720 x 1600 px,90 Hz Display with Water Drop Notch,50 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,5050 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
