price,rating,processor,cpu cores,processor speed,gpu,ram,ram type,storage,storage type,memory card support,os,ui,display size,display type,display resolution,refresh rate,touch sampling rate,hdr support,rear camera,rear camera sensor,rear camera features,front camera,video recording,battery,charging speed,charging type,wireless charging,reverse charging,charging port,sim slots,network support,wifi,bluetooth,nfc,gps,fingerprint sensor,face unlock,stereo speakers,dolby atmos,3.5mm jack,build material,weight,ip rating,haptics,notification led,cooling system,bloatware
"₹54,999",Not specified,Snapdragon 8+ Gen1,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.67 inches,Not specified,1080 x 2400 px,144 Hz Display with Punch Hole,Not specified,Not specified,200 MP + 50 MP + 12 MP Triple Rear,Not specified,Not specified,60 MP Front Camera,Not specified,4610 mAh,125W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹71,999",Not specified,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.6 inches,Not specified,1440 x 3200 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP Quad Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,120W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹12,999",79.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,2460 x 1080 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹11,499",75.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.58 inches,Not specified,1080 x 2400 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹35,999",87.0,Snapdragon 778G Plus,Octa Core,2.5 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.55 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4500 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹34,999",76.0,Exynos 1380,Octa Core Processor,,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v13,Not specified,6.4 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 12 MP + 5 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,25W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹11,999",73.0,Helio G99,Octa Core,2.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.82 inches,Not specified,720 x 1600 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,6000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹27,994",82.0,Dimensity 1080,Octa Core,2.6 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹1,39,990",77.0,Bionic  A16,Hexa Core Processor,,Not specified,6 GB RAM,Not specified,256 GB inbuilt,Not specified,No,iOS v16,Not specified,6.7 inches,Not specified,1290 x 2796 px,120 Hz Display,Not specified,Not specified,48 MP + 12 MP + 12 MP Triple Rear,Not specified,Not specified,12 MP Front Camera,Not specified,4323 mAh,Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹39,999",86.0,Dimensity 1300,Octa Core,3 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.56 inches,Not specified,1080 x 2376 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4830 mAh,66W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹15,499",79.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.5 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,48 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,999",80.0,Snapdragon  695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹10,999",73.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.5 inches,Not specified,1600 x 720 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹27,999",81.0,Snapdragon 695,Octa Core,2.2 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 5 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5100 mAh,40W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹81,999",Not specified,Google  Tensor G2,Octa Core,2.85 GHz Processor,Not specified,12 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.7 inches,Not specified,1440 x 3120 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 48 MP + 12 MP Triple Rear,Not specified,Not specified,10.8 MP Front Camera,Not specified,5000 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹9,999",74.0,Helio G88,Octa Core,2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.95 inches,Not specified,1080 x 2460 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,7000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹31,994",85.0,Dimensity 1200,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,No,Android v12,Not specified,6.56 inches,Not specified,1080 x 2376 px,90 Hz Display with Small Notch,Not specified,Not specified,108 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,50 MP + 8 MP Dual Front Camera,Not specified,4300 mAh,44W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹9,299",65.0,Helio P35,Octa Core,2.3 GHz Processor,Not specified,3 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.5 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP Dual Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹29,990",84.0,Snapdragon  8+ Gen1,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.67 inches,Not specified,1440 x 3200 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5500 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹25,900",78.0,Dimensity  920 5G,Octa Core,2.5 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,No,Android v12,Not specified,6.4 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4500 mAh,60W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹16,999",78.0,Dimensity 810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2408 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹24,999",85.0,Snapdragon 778G+,Octa Core,2.5 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.5 inches,Not specified,1080 x 2400 px,144 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4020 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹12,188",79.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.43 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP Quad Rear,Not specified,Not specified,13 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹8,999",Not specified,Helio,Octa Core Processor,,Not specified,3 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.51 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,8 MP Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,10W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹7,499",68.0,Helio G35,Octa Core,2.3 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v10,Not specified,6.53 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,999",79.0,Dimensity 810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.6 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,48 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹24,999",79.0,Snapdragon 870,Octa Core,3.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.62 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹45,999",86.0,Dimensity 8100-Max,Octa Core,2.85 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4500 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹65,499",Not specified,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.7 inches,Not specified,1440 x 3216 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 48 MP + 8 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹58,990",89.0,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.78 inches,Not specified,1440 x 3200 px,144 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP + 13 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4700 mAh,200W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹11,999",74.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.58 inches,Not specified,1080 x 2408 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹11,999",77.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.7 inches,Not specified,720 x 1650 px Display with Punch Hole,Not specified,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,5 MP Front Camera,Not specified,6000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,990",76.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.56 inches,Not specified,720 x 1612 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,499",77.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.44 inches,Not specified,1080 x 2408 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,44W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹1,06,990",Not specified,Snapdragon  8+ Gen1,Octa Core,3.2 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Android v12,Not specified,8.02 inches,Not specified,1914 x 2160 px,120 Hz Display with Punch Hole,Not specified,Not specified,"Foldable Display, Dual Display",Not specified,Not specified,Not specified,Not specified,4500 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹10,499",66.0,Helio P35,Octa Core,2.3 GHz Processor,Not specified,3 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.51 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP Dual Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,10W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹26,990",86.0,Snapdragon  695,Octa Core,2.2 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.43 inches,Not specified,1080 x 2400 px Display with Punch Hole,Not specified,Not specified,Not specified,64 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4500 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹19,990",82.0,Helio G96,Octa Core,2.05 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.44 inches,Not specified,1080 x 2400 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,44 MP Front Camera,Not specified,4050 mAh,44W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹24,999",89.0,Dimensity 1080,Octa Core,2.6 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,200 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4300 mAh,120W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹13,969",69.0,Helio G35,Octa Core,2.3 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.56 inches,Not specified,720 x 1612 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹44,999",83.0,Snapdragon 778G+,Octa Core Processor,,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP Quad Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
